Date,AAR,BT,Bus,LIRR,MNR,SIR,Subway
01/30/2022,"5,974","508,250","460,299","47,852","45,002","1,233","1,262,477"
01/31/2022,"18,400","780,818","1,139,164","132,248","109,718","4,968","2,575,762"
02/01/2022,"20,357","807,457","1,127,084","135,255","111,424","4,993","2,635,083"
02/02/2022,"22,427","850,217","1,314,898","140,059","110,996","5,830","2,940,152"
02/03/2022,"22,325","856,424","1,304,726","126,901","104,093","5,750","2,914,198"
02/04/2022,"18,557","783,827","1,176,367","117,899","94,290","5,072","2,725,725"
02/05/2022,"11,377","777,501","726,750","61,201","61,496","1,835","1,792,780"
02/06/2022,"10,621","746,914","558,211","51,472","48,395","1,388","1,323,892"
02/07/2022,"21,120","812,233","1,297,024","136,455","111,297","5,711","2,784,230"
02/08/2022,"22,667","854,542","1,387,432","141,653","119,190","6,254","3,016,648"
02/09/2022,"23,863","871,206","1,421,706","143,673","115,341","6,297","3,088,775"
02/10/2022,"23,341","909,096","1,423,775","143,062","115,707","6,362","3,112,489"
02/11/2022,"22,608","942,501","1,348,189","131,038","110,674","5,570","3,015,472"
02/12/2022,"13,376","870,106","820,629","71,709","71,813","2,295","2,026,308"
02/13/2022,"10,013","657,087","510,307","50,534","46,395","1,322","1,349,864"
02/14/2022,"20,812","866,856","1,272,100","142,507","113,260","5,803","2,907,825"
02/15/2022,"21,922","878,210","1,340,123","146,607","119,034","6,447","3,030,742"
02/16/2022,"23,513","879,005","1,406,714","140,431","115,325","6,337","3,100,639"
02/17/2022,"23,713","914,714","1,408,571","141,226","115,718","6,527","3,109,956"
02/18/2022,"21,470","951,358","1,285,978","129,403","112,030","5,677","2,953,785"
02/19/2022,"12,171","815,513","723,602","64,696","66,545","2,108","1,792,136"
02/20/2022,"11,017","771,043","571,789","55,015","54,863","1,517","1,477,125"
02/21/2022,"12,500","818,941","873,961","109,882","63,892","2,781","1,942,267"
02/22/2022,"19,233","850,497","1,143,526","135,406","112,764","5,767","2,669,508"
02/23/2022,"23,807","895,786","1,247,209","140,229","119,188","6,116","2,894,245"
02/24/2022,"21,868","915,117","1,196,924","132,496","110,395","5,879","2,858,146"
02/25/2022,"18,740","797,593","1,027,563","114,658","90,953","4,544","2,575,630"
02/26/2022,"12,226","849,716","775,358","71,783","61,573","2,012","1,824,833"
02/27/2022,"11,337","804,598","604,646","62,913","51,604","1,523","1,403,227"
02/28/2022,"21,929","862,259","1,362,855","134,902","118,572","6,170","2,915,786"
03/01/2022,"22,944","876,569","1,435,834","165,769","150,787","6,655","3,138,181"
03/02/2022,"24,289","899,781","1,463,263","159,238","140,945","6,680","3,208,166"
03/03/2022,"23,800","926,783","1,434,851","152,883","132,506","6,674","3,207,495"
03/04/2022,"22,821","961,106","1,363,159","145,518","125,143","5,807","3,077,537"
03/05/2022,"13,269","867,876","812,774","69,010","70,427","2,116","1,955,535"
03/06/2022,"12,557","789,754","600,501","53,034","52,874","1,550","1,444,501"
03/07/2022,"22,465","864,299","1,395,540","153,907","129,784","6,161","2,980,920"
03/08/2022,"24,076","897,362","1,456,451","158,652","138,811","6,923","3,244,473"
03/09/2022,"23,477","835,746","1,338,822","153,393","129,056","6,200","3,113,559"
03/10/2022,"24,515","948,773","1,476,288","163,931","140,107","6,914","3,339,363"
03/11/2022,"23,736","990,070","1,419,371","158,985","135,371","6,150","3,195,956"
03/12/2022,"10,655","671,669","637,601","51,679","59,927","1,748","1,663,893"
03/13/2022,"11,491","794,706","590,753","59,964","57,548","1,524","1,479,406"
03/14/2022,"22,480","882,934","1,406,578","159,962","134,093","6,416","3,008,800"
03/15/2022,"24,272","909,941","1,454,522","171,406","146,786","7,287","3,275,906"
03/16/2022,"25,305","917,605","1,476,356","168,768","145,085","7,009","3,332,335"
03/17/2022,"22,946","893,127","1,350,810","166,884","135,727","6,768","3,175,784"
03/18/2022,"24,019","981,768","1,402,806","163,169","137,528","6,288","3,275,433"
03/19/2022,"12,877","875,244","820,933","74,087","73,974","2,050","2,001,839"
03/20/2022,"12,736","881,977","628,693","67,551","63,818","1,722","1,656,673"
03/21/2022,"22,229","883,735","1,418,900","165,487","134,182","6,367","3,034,759"
03/22/2022,"23,948","894,131","1,471,299","168,328","144,765","7,082","3,276,940"
03/23/2022,"24,574","894,741","1,438,665","161,202","138,873","6,540","3,275,708"
03/24/2022,"22,998","904,173","1,373,850","162,392","134,129","6,513","3,212,181"
03/25/2022,"23,274","970,985","1,397,899","158,528","133,368","6,075","3,218,970"
03/26/2022,"13,208","877,816","783,499","71,809","73,933","2,154","2,024,596"
03/27/2022,"11,809","832,550","628,313","64,950","58,044","1,602","1,534,056"
03/28/2022,"22,114","871,384","1,336,330","153,222","130,886","6,096","2,989,874"
03/29/2022,"23,981","889,455","1,430,099","163,218","143,870","6,900","3,291,883"
03/30/2022,"24,620","916,351","1,465,351","164,882","143,216","6,920","3,336,073"
03/31/2022,"24,308","944,890","1,450,363","164,074","139,602","6,890","3,323,135"
04/01/2022,"24,017","976,037","1,411,421","145,251","120,557","5,972","3,237,107"
04/02/2022,"14,382","896,424","879,513","77,205","80,471","2,484","2,128,435"
04/03/2022,"12,947","792,710","607,152","58,819","53,761","1,419","1,463,932"
04/04/2022,"23,746","902,607","1,447,820","159,541","135,920","6,676","3,127,667"
04/05/2022,"24,873","908,321","1,484,961","170,140","150,671","7,089","3,356,454"
04/06/2022,"25,103","893,879","1,403,198","163,830","142,810","6,569","3,311,547"
04/07/2022,"24,107","904,982","1,379,678","161,276","140,249","6,636","3,307,076"
04/08/2022,"24,488","1,001,814","1,443,367","160,905","140,791","6,342","3,347,754"
04/09/2022,"13,969","900,306","868,945","81,562","86,611",66,"2,190,396"
04/10/2022,"13,935","852,451","667,662","63,204","66,112",13,"1,707,748"
04/11/2022,"23,569","904,713","1,433,226","161,131","140,224","6,354","3,205,728"
04/12/2022,"25,286","939,901","1,496,004","172,294","149,369","7,099","3,078,069"
04/13/2022,"25,847","953,204","1,495,891","163,448","147,043","6,593","3,220,964"
04/14/2022,"25,073","986,192","1,438,990","162,946","144,335","6,381","3,297,697"
04/15/2022,"20,908","976,485","1,137,728","166,068","140,217","4,728","2,761,532"
04/16/2022,"13,413","887,976","830,874","89,011","83,725","2,133","1,986,306"
04/17/2022,"14,704","847,553","596,619","71,258","71,704","1,640","1,512,633"
04/18/2022,"20,245","904,416","1,145,261","154,315","139,151","5,209","2,676,254"
04/19/2022,"22,359","898,329","1,189,960","168,354","151,518","5,841","2,962,130"
04/20/2022,"24,212","945,766","1,265,823","171,730","155,674","6,097","3,098,046"
04/21/2022,"23,239","923,401","1,231,047","165,823","147,535","5,738","3,033,422"
04/22/2022,"22,298","938,923","1,217,380","157,943","145,606","5,340","2,985,684"
04/23/2022,"13,459","910,229","844,146","79,436","89,804",59,"2,109,188"
04/24/2022,"12,927","877,831","648,591","64,842","67,580",3,"1,655,860"
04/25/2022,"22,370","887,314","1,415,638","159,569","138,979","6,322","3,026,541"
04/26/2022,"23,800","901,009","1,453,452","172,171","153,893","7,024","3,281,657"
04/27/2022,"25,229","938,124","1,500,437","172,613","153,109","6,903","3,432,282"
04/28/2022,"24,321","972,482","1,468,093","167,300","146,321","6,765","3,404,938"
04/29/2022,"23,421","1,005,265","1,429,909","164,944","136,881","5,900","3,257,634"
04/30/2022,"14,223","945,852","884,540","82,887","82,838","2,123","2,108,746"
05/01/2022,"12,976","862,097","676,070","64,630","62,502","2,694","1,683,953"
05/02/2022,"21,695","886,528","1,176,867","146,394","126,784","5,425","2,732,825"
05/03/2022,"24,680","933,396","1,500,109","177,868","155,261","7,400","3,402,882"
05/04/2022,"25,462","925,182","1,465,639","168,539","147,078","6,747","3,364,902"
05/05/2022,"25,903","986,486","1,523,580","174,640","150,087","7,061","3,502,522"
05/06/2022,"23,411","957,636","1,353,750","154,325","129,417","5,729","3,190,556"
05/07/2022,"13,033","843,628","706,551","72,948","68,612","1,523","1,842,808"
05/08/2022,"15,375","893,775","630,228","73,703","73,027","1,449","1,582,133"
05/09/2022,"22,008","920,508","1,428,758","163,741","140,940","6,564","3,114,506"
05/10/2022,"24,148","936,853","1,504,314","175,823","158,627","7,176","3,412,902"
05/11/2022,"25,548","951,909","1,514,922","178,061","156,792","7,159","3,440,378"
05/12/2022,"25,158","984,799","1,495,220","169,543","149,204","6,866","3,430,104"
05/13/2022,"23,539","1,001,973","1,410,923","164,843","140,065","6,050","3,252,002"
05/14/2022,"13,580","921,216","840,921","89,636","86,652",69,"2,149,046"
05/15/2022,"13,379","911,186","692,876","76,052","69,705",5,"1,760,359"
05/16/2022,"22,187","901,887","1,396,300","163,431","140,702","5,996","3,080,043"
05/17/2022,"24,353","954,976","1,519,740","182,683","162,082","7,259","3,536,021"
05/18/2022,"25,365","985,992","1,511,142","182,181","161,135","6,816","3,605,606"
05/19/2022,"24,271","986,913","1,426,027","172,517","149,985","6,790","3,467,327"
05/20/2022,"23,767","1,015,453","1,396,732","175,666","146,403","6,040","3,271,914"
05/21/2022,"14,985","986,370","883,795","94,322","92,552","2,530","2,324,245"
05/22/2022,"13,279","922,608","683,500","78,635","72,063","1,863","1,760,638"
05/23/2022,"22,696","947,348","1,431,781","170,546","151,349","6,356","3,111,755"
05/24/2022,"24,560","945,831","1,488,152","182,570","163,943","7,023","3,378,506"
05/25/2022,"25,418","963,168","1,493,506","178,124","158,814","6,862","3,426,530"
05/26/2022,"24,866","1,005,411","1,464,696","176,469","148,011","6,549","3,341,059"
05/27/2022,"22,894","979,279","1,353,398","167,840","135,294","5,737","3,031,130"
05/28/2022,"12,805","835,815","788,135","91,250","77,192","2,191","1,872,775"
05/29/2022,"14,490","893,856","701,173","84,784","76,982","2,276","1,755,236"
05/30/2022,"10,771","841,659","755,616","80,533","68,206","2,251","1,694,970"
05/31/2022,"23,778","971,866","1,426,470","184,088","163,018","6,634","3,176,109"
06/01/2022,"25,586","947,288","1,465,383","178,742","159,050","7,084","3,381,297"
06/02/2022,"24,764","962,810","1,433,303","170,537","151,492","6,783","3,351,902"
06/03/2022,"24,838","1,005,636","1,431,042","174,500","153,744","6,178","3,283,271"
06/04/2022,"14,409","959,738","904,623","93,431","92,199","1,844","2,178,024"
06/05/2022,"13,955","887,504","691,644","75,675","74,005","1,361","1,724,983"
06/06/2022,"22,794","895,917","1,411,725","167,062","148,152","6,552","3,092,181"
06/07/2022,"25,256","944,223","1,440,940","185,736","163,756","7,169","3,392,224"
06/08/2022,"26,058","962,199","1,496,144","181,126","162,417","7,114","3,492,805"
06/09/2022,"25,135","978,649","1,333,103","179,521","157,460","6,430","3,297,157"
06/10/2022,"25,437","1,031,830","1,435,660","187,819","159,223","6,304","3,376,125"
06/11/2022,"14,776","964,587","870,550","117,891","95,108","1,835","2,231,451"
06/12/2022,"13,440","886,355","626,471","80,792","74,580","1,209","1,674,607"
06/13/2022,"23,697","947,035","1,440,429","174,264","150,375","6,608","3,168,681"
06/14/2022,"25,372","957,954","1,493,761","191,198","174,340","7,276","3,494,822"
06/15/2022,"26,904","979,083","1,478,668","192,593","169,462","7,153","3,526,802"
06/16/2022,"25,856","997,575","1,397,317","190,212","162,513","6,720","3,409,624"
06/17/2022,"24,338","1,040,063","1,397,243","187,179","148,590","6,036","3,247,379"
06/18/2022,"15,136","990,282","884,050","106,091","94,130","2,613","2,186,635"
06/19/2022,"15,622","948,850","693,231","90,581","80,654","1,903","1,725,762"
06/20/2022,"15,440","945,254","1,077,190","167,670","138,080","4,009","2,460,659"
06/21/2022,"25,299","955,506","1,408,052","190,339","172,400","7,183","3,339,793"
06/22/2022,"25,774","940,715","1,361,456","178,850","164,196","6,910","3,357,113"
06/23/2022,"25,286","1,007,745","1,382,605","188,546","169,144","6,716","3,407,485"
06/24/2022,"24,414","1,038,953","1,331,442","187,818","161,647","6,066","3,296,412"
06/25/2022,"15,274","997,542","888,953","106,000","102,466",50,"2,286,963"
06/26/2022,"14,574","965,214","696,910","102,452","99,103",618,"2,011,977"
06/27/2022,"22,331","931,830","1,279,403","171,627","149,284","6,260","2,932,598"
06/28/2022,"24,179","964,114","1,328,144","199,956","174,878","6,903","3,248,338"
06/29/2022,"25,392","982,600","1,325,530","191,855","169,146","6,792","3,249,261"
06/30/2022,"24,651","1,016,153","1,300,241","191,868","158,265","6,407","3,151,572"
07/01/2022,"23,983","1,002,264","1,221,837","151,245","117,791","5,291","2,827,549"
07/02/2022,"12,878","826,242","827,668","84,481","75,179","2,042","1,847,093"
07/03/2022,"14,822","847,916","703,282","86,602","73,949","1,909","1,654,774"
07/04/2022,"10,976","774,919","689,986","85,709","72,464","2,148","1,608,084"
07/05/2022,"22,800","929,050","1,246,208","169,990","150,170","5,935","2,802,814"
07/06/2022,"25,372","921,175","1,330,990","173,648","153,543","6,448","3,066,462"
07/07/2022,"25,119","950,059","1,333,373","173,393","151,105","6,463","3,115,604"
07/08/2022,"24,108","952,918","1,249,434","163,715","134,620","5,625","2,902,322"
07/09/2022,"14,546","920,380","885,289","92,765","89,757","2,563","2,061,419"
07/10/2022,"14,147","923,563","707,984","82,276","71,195","2,016","1,681,041"
07/11/2022,"23,255","917,153","1,312,895","167,475","148,113","6,163","2,876,587"
07/12/2022,"24,697","916,624","1,350,346","180,172","164,494","6,780","3,148,320"
07/13/2022,"25,800","947,694","1,365,172","178,413","166,187","6,536","3,229,387"
07/14/2022,"25,312","981,268","1,355,975","174,794","159,599","6,413","3,203,104"
07/15/2022,"24,177","997,636","1,291,217","171,615","148,858","5,527","3,021,651"
07/16/2022,"15,226","942,248","859,537","101,758","98,156",64,"2,093,206"
07/17/2022,"13,868","902,737","701,796","82,028","80,166",7,"1,674,922"
07/18/2022,"22,670","880,836","1,209,240","162,178","132,779","5,543","2,720,012"
07/19/2022,"24,933","935,755","1,372,407","180,693","160,294","6,593","3,169,016"
07/20/2022,"25,590","948,736","1,357,383","180,707","156,988","6,167","3,190,942"
07/21/2022,"24,308","957,980","1,302,978","173,070","150,414","6,166","3,109,097"
07/22/2022,"23,926","996,410","1,267,907","174,861","138,068","5,322","2,942,752"
07/23/2022,"14,503","949,126","862,976","99,341","86,245",32,"2,028,696"
07/24/2022,"12,751","911,373","674,189","82,656","68,265",6,"1,596,195"
07/25/2022,"22,355","896,490","1,220,826","163,454","140,432","5,692","2,727,722"
07/26/2022,"24,990","945,428","1,360,570","186,182","162,994","6,479","3,175,001"
07/27/2022,"25,759","961,077","1,369,023","185,332","161,241","6,667","3,232,796"
07/28/2022,"24,413","977,651","1,332,113","173,264","156,936","6,421","3,151,913"
07/29/2022,"23,697","983,238","1,260,714","166,723","147,568","5,532","2,932,846"
07/30/2022,"15,068","957,931","893,846","89,426","96,840",56,"2,074,421"
07/31/2022,"14,046","932,337","693,700","77,991","78,953",3,"1,649,097"
08/01/2022,"22,892","907,827","1,240,007","151,752","138,431","5,673","2,739,262"
08/02/2022,"24,865","922,437","1,346,324","173,023","158,236","6,452","3,070,101"
08/03/2022,"26,785","950,670","1,367,848","173,751","158,305","6,170","3,124,038"
08/04/2022,"25,326","980,062","1,323,229","174,491","147,770","5,409","3,049,076"
08/05/2022,"23,824","979,699","1,260,961","161,323","129,376","4,754","2,822,155"
08/06/2022,"14,893","947,549","865,676","95,704","84,495",33,"1,999,580"
08/07/2022,"14,367","884,982","670,866","78,449","66,242",153,"1,542,311"
08/08/2022,"22,965","929,797","1,276,524","165,363","137,457","5,496","2,705,428"
08/09/2022,"25,056","925,908","1,308,034","173,284","151,624","5,935","3,013,784"
08/10/2022,"26,098","952,184","1,347,916","178,656","147,931","6,117","3,134,434"
08/11/2022,"25,553","970,557","1,315,101","171,390","146,019","5,842","3,093,548"
08/12/2022,"24,849","1,000,198","1,273,620","175,220","137,578","5,422","2,963,913"
08/13/2022,"15,889","956,654","878,499","103,227","89,569","1,632","2,089,217"
08/14/2022,"14,492","934,389","692,644","88,242","72,900","1,339","1,677,803"
08/15/2022,"23,199","924,732","1,234,308","161,519","144,170","5,395","2,768,347"
08/16/2022,"24,994","923,202","1,288,800","173,651","157,888","6,228","3,045,892"
08/17/2022,"25,904","938,763","1,284,966","172,248","155,815","6,080","3,074,027"
08/18/2022,"25,701","986,106","1,283,965","181,136","150,643","5,834","3,077,928"
08/19/2022,"24,141","999,070","1,239,929","164,682","141,791","5,132","2,918,737"
08/20/2022,"15,903","955,696","875,371","96,552","97,718","1,699","2,038,622"
08/21/2022,"14,617","920,731","692,309","84,669","81,666","1,272","1,619,422"
08/22/2022,"21,887","887,585","1,144,254","160,918","141,482","5,185","2,622,885"
08/23/2022,"24,448","924,807","1,261,782","173,898","155,953","5,903","2,992,615"
08/24/2022,"25,654","950,511","1,288,092","177,790","151,169","6,036","3,020,710"
08/25/2022,"24,964","984,695","1,310,134","177,178","142,659","6,122","3,090,901"
08/26/2022,"23,417","971,687","1,217,448","171,765","133,306","4,969","2,863,653"
08/27/2022,"15,575","980,598","874,084","103,192","90,006","2,214","2,066,542"
08/28/2022,"14,506","943,031","681,823","86,867","76,296","1,816","1,651,689"
08/29/2022,"22,503","930,336","1,263,000","180,588","140,540","5,705","2,836,374"
08/30/2022,"24,300","937,492","1,326,293","195,986","152,025","6,228","3,091,873"
08/31/2022,"25,541","976,058","1,342,568","197,154","149,499","6,261","3,144,027"
09/01/2022,"25,382","1,001,466","1,338,287","186,311","140,082","6,189","3,114,667"
09/02/2022,"24,696","1,009,748","1,250,956","185,153","138,009","5,307","2,925,306"
09/03/2022,"15,863","927,053","867,750","116,405","94,997","2,455","2,116,811"
09/04/2022,"15,428","904,281","701,646","97,728","77,386","1,894","1,802,349"
09/05/2022,"9,722","803,633","682,671","93,198","74,585","1,977","1,691,887"
09/06/2022,"24,963","896,024","1,231,759","190,260","164,255","6,016","3,063,503"
09/07/2022,"26,773","942,846","1,412,342","203,983","179,628","6,698","3,444,556"
09/08/2022,"27,121","969,986","1,517,502","199,489","178,788","7,185","3,644,407"
09/09/2022,"25,627","1,012,814","1,492,297","189,930","161,197","6,432","3,481,756"
09/10/2022,"15,345","985,186","914,744","103,789","98,043","1,948","2,356,865"
09/11/2022,"14,467","864,946","659,929","82,638","72,789","1,275","1,737,251"
09/12/2022,"24,947","928,870","1,519,324","187,548","163,430","6,863","3,382,150"
09/13/2022,"26,317","924,596","1,557,686","200,171","180,183","7,552","3,618,354"
09/14/2022,"28,124","958,550","1,590,666","202,713","181,619","7,740","3,741,978"
09/15/2022,"27,391","985,596","1,573,907","197,284","175,672","7,725","3,747,731"
09/16/2022,"26,025","1,018,958","1,501,956","184,424","155,750","6,797","3,502,358"
09/17/2022,"15,828","973,972","916,215","99,403","101,734","2,693","2,350,888"
09/18/2022,"15,588","952,111","712,161","86,329","79,158","1,944","1,844,317"
09/19/2022,"24,491","913,368","1,490,926","187,831","164,392","7,155","3,369,999"
09/20/2022,"26,148","933,900","1,554,448","203,873","188,771","7,962","3,767,024"
09/21/2022,"27,479","949,862","1,543,632","204,572","188,361","8,112","3,878,782"
09/22/2022,"26,136","942,560","1,433,737","190,703","174,952","7,883","3,732,919"
09/23/2022,"25,738","1,006,255","1,413,234","190,670","168,866","6,902","3,626,482"
09/24/2022,"15,593","969,371","860,948","98,192","115,822","1,975","2,377,091"
09/25/2022,"14,770","881,947","660,871","81,212","87,366","1,582","1,759,832"
09/26/2022,"21,532","875,706","1,206,954","177,235","153,930","5,848","2,812,853"
09/27/2022,"24,344","889,945","1,290,217","192,275","176,941","6,744","3,204,114"
09/28/2022,"27,423","934,551","1,541,900","201,525","179,234","7,903","3,712,354"
09/29/2022,"26,857","963,946","1,503,472","194,288","173,138","7,738","3,707,751"
09/30/2022,"26,614","1,001,614","1,477,082","181,549","164,028","6,623","3,503,239"
10/01/2022,"13,718","823,414","758,826","72,081","80,394","1,855","2,032,983"
10/02/2022,"13,897","796,062","591,909","61,918","68,450","1,302","1,621,851"
10/03/2022,"25,390","884,279","1,426,633","173,268","153,913","6,824","3,370,048"
10/04/2022,"25,282","837,110","1,354,099","181,887","166,868","6,825","3,397,689"
10/05/2022,"24,305","819,307","1,206,674","176,091","158,117","6,012","3,077,346"
10/06/2022,"28,527","985,944","1,554,806","203,783","182,247","7,907","3,848,909"
10/07/2022,"26,725","1,022,910","1,480,214","204,261","166,955","6,865","3,591,080"
10/08/2022,"15,448","968,165","888,506","114,687","110,122","1,975","2,397,249"
10/09/2022,"14,776","913,948","691,656","97,984","88,783","2,200","1,917,721"
10/10/2022,"17,806","847,978","1,034,288","163,310","152,488","4,220","2,556,722"
10/11/2022,"26,435","903,121","1,521,587","203,885","192,887","7,841","3,649,405"
10/12/2022,"28,193","949,567","1,554,226","203,866","185,488","7,820","3,776,129"
10/13/2022,"26,422","938,635","1,463,795","195,360","173,174","7,593","3,682,799"
10/14/2022,"26,877","1,004,461","1,468,602","186,594","170,188","6,877","3,578,772"
10/15/2022,"15,945","967,900","914,771","100,804","108,230","1,897","2,363,501"
10/16/2022,"15,338","901,946","705,073","80,395","85,438","1,385","1,773,903"
10/17/2022,"24,045","864,001","1,430,672","182,855","170,716","6,952","3,314,497"
10/18/2022,"26,135","898,424","1,510,826","199,026","191,540","7,917","3,693,627"
10/19/2022,"28,002","942,343","1,545,140","202,921","185,202","7,934","3,814,404"
10/20/2022,"27,649","974,568","1,532,692","201,886","180,234","7,784","3,810,901"
10/21/2022,"26,385","1,001,944","1,452,280","185,797","166,539","6,848","3,570,334"
10/22/2022,"15,832","974,020","916,539","97,921","122,863",90,"2,430,406"
10/23/2022,"14,434","874,757","668,183","76,024","83,665",19,"1,740,520"
10/24/2022,"24,643","890,995","1,432,728","182,390","161,772","6,929","3,357,840"
10/25/2022,"27,080","907,328","1,512,725","200,671","183,507","7,864","3,712,582"
10/26/2022,"27,891","935,935","1,539,557","201,843","181,254","7,978","3,794,534"
10/27/2022,"28,035","975,470","1,543,031","196,789","179,032","7,848","3,892,985"
10/28/2022,"26,237","996,162","1,455,834","179,633","159,109","6,647","3,624,748"
10/29/2022,"15,778","952,084","912,721","86,888","102,975",42,"2,440,601"
10/30/2022,"15,324","905,820","711,004","69,358","80,576",5,"1,875,953"
10/31/2022,"24,178","865,933","1,394,453","177,547","157,055","6,759","3,410,892"
11/01/2022,"26,993","915,166","1,501,329","196,102","178,425","7,756","3,706,707"
11/02/2022,"28,493","923,006","1,549,724","198,277","181,158","7,788","3,788,123"
11/03/2022,"28,364","945,430","1,521,975","197,940","178,498","7,676","3,802,455"
11/04/2022,"27,340","979,007","1,459,619","180,084","161,378","6,813","3,586,358"
11/05/2022,"16,790","943,182","918,127","96,845","110,793","2,628","2,449,943"
11/06/2022,"13,926","776,918","648,085","92,648","94,517","3,122","2,116,063"
11/07/2022,"26,193","905,434","1,478,731","190,295","168,401","7,365","3,456,868"
11/08/2022,"25,939","892,069","1,356,894","201,028","183,142","6,463","3,431,700"
11/09/2022,"28,589","925,217","1,517,250","199,030","180,581","7,722","3,772,030"
11/10/2022,"28,385","980,730","1,516,812","203,722","180,584","7,749","3,802,230"
11/11/2022,"20,634","873,263","1,077,574","172,756","154,511","4,558","2,994,708"
11/12/2022,"15,153","891,655","893,837","94,911","106,101","2,262","2,431,419"
11/13/2022,"15,544","862,586","662,034","76,869","76,460","1,658","1,794,024"
11/14/2022,"25,728","893,380","1,441,705","181,582","165,573","7,135","3,401,075"
11/15/2022,"28,155","907,032","1,483,782","196,179","182,790","7,776","3,713,627"
11/16/2022,"28,574","916,270","1,484,607","194,893","179,233","7,589","3,751,773"
11/17/2022,"28,778","966,718","1,493,119","193,797","178,147","7,633","3,797,815"
11/18/2022,"27,236","985,239","1,412,974","183,576","161,777","6,546","3,539,202"
11/19/2022,"16,076","932,718","864,766","97,654","101,076","1,630","2,323,449"
11/20/2022,"15,556","833,468","645,986","74,524","74,870","1,079","1,721,187"
11/21/2022,"25,766","900,276","1,393,031","185,570","166,517","7,017","3,363,626"
11/22/2022,"27,957","986,860","1,447,618","200,264","183,771","7,462","3,548,882"
11/23/2022,"25,032","987,510","1,358,016","210,438","184,135","6,862","3,263,998"
11/24/2022,"18,369","861,586","515,903","90,771","90,057","2,006","1,382,266"
11/25/2022,"12,834","768,844","842,892","163,354","148,368","3,361","2,058,658"
11/26/2022,"12,576","855,586","781,665","105,304","106,685","2,286","1,999,608"
11/27/2022,"13,063","817,212","562,073","79,973","76,680","1,408","1,476,228"
11/28/2022,"24,969","908,669","1,397,963","186,710","163,694","7,120","3,265,971"
11/29/2022,"27,009","894,717","1,455,294","192,494","181,370","7,510","3,596,894"
11/30/2022,"26,469","861,393","1,356,729","189,152","177,367","7,204","3,568,413"
12/01/2022,"27,018","935,192","1,459,934","181,825","166,856","7,538","3,770,495"
12/02/2022,"27,007","936,922","1,395,642","172,860","152,746","6,576","3,600,504"
12/03/2022,"15,540","818,524","760,109","87,730","89,976","1,467","2,291,687"
12/04/2022,"15,763","806,711","681,713","81,381","80,173","1,266","1,990,479"
12/05/2022,"26,409","877,396","1,429,308","183,238","164,873","7,013","3,481,640"
12/06/2022,"27,305","881,978","1,414,979","195,892","178,862","7,447","3,753,299"
12/07/2022,"27,941","902,541","1,442,871","194,436","178,345","7,526","3,835,333"
12/08/2022,"28,292","951,837","1,480,877","192,958","182,314","7,541","3,931,499"
12/09/2022,"26,213","967,823","1,386,473","185,104","165,147","6,379","3,710,928"
12/10/2022,"16,232","902,924","869,320","112,142","119,858","1,873","2,663,493"
12/11/2022,"14,949","780,359","618,870","77,607","74,273","1,103","1,865,579"
12/12/2022,"25,771","879,951","1,384,864","182,973","163,516","6,838","3,466,978"
12/13/2022,"28,234","911,982","1,437,228","197,613","183,214","7,570","3,763,568"
12/14/2022,"29,081","944,777","1,435,020","196,921","183,484","7,400","3,777,173"
12/15/2022,"27,034","935,757","1,363,160","191,261","173,709","7,001","3,726,154"
12/16/2022,"24,074","920,830","1,221,634","170,615","151,244","5,823","3,270,016"
12/17/2022,"16,788","936,674","884,283","114,272","123,286","2,071","2,577,771"
12/18/2022,"16,036","845,630","668,994","87,146","87,425","1,487","1,967,199"
12/19/2022,"25,529","890,263","1,352,455","178,278","159,383","6,591","3,381,411"
12/20/2022,"27,148","927,027","1,398,728","191,991","173,346","7,046","3,586,084"
12/21/2022,"28,480","957,512","1,393,290","191,684","168,379","6,993","3,563,236"
12/22/2022,"25,244","940,403","1,269,330","177,675","147,366","5,728","3,187,083"
12/23/2022,"20,359","816,096","1,057,686","163,716","138,857","4,523","2,738,016"
12/24/2022,"12,759","748,638","497,129","61,701","60,373","1,304","1,411,469"
12/25/2022,"13,709","732,924","321,245","51,896","47,454","1,005","1,008,452"
12/26/2022,"9,327","767,127","644,828","87,401","89,137","2,214","1,812,842"
12/27/2022,"21,363","885,227","1,027,687","178,880","156,503","5,228","2,729,514"
12/28/2022,"23,571","895,059","1,088,279","182,226","163,499","5,407","2,947,028"
12/29/2022,"23,200","919,855","1,099,513","189,075","167,129","5,597","3,039,432"
12/30/2022,"22,951","930,119","1,087,122","193,989","176,215","5,338","3,063,480"
12/31/2022,"14,090","688,653","651,474","81,590","81,198","1,847","1,927,101"
01/01/2023,"11,476","739,832","475,226","67,722","66,309","1,771","1,675,507"
01/02/2023,"10,136","695,181","739,507","76,247","72,403","2,671","1,938,154"
01/03/2023,"24,868","818,603","1,268,913","179,109","167,136","6,853","3,175,777"
01/04/2023,"26,848","843,875","1,391,449","182,834","170,847","7,282","3,413,052"
01/05/2023,"26,808","864,461","1,378,698","175,278","166,642","7,042","3,428,520"
01/06/2023,"25,824","878,051","1,319,595","161,259","142,524","6,050","3,229,858"
01/07/2023,"14,828","811,276","806,981","87,215","85,244","2,297","2,116,138"
01/08/2023,"15,157","742,022","628,612","68,647","64,893","1,529","1,610,764"
01/09/2023,"24,923","832,659","1,353,638","173,594","157,335","6,629","3,145,743"
